ID,Title,Description,URL,SKU,Brand,Group,HTML snippet
174203,SMC CDG1BA40-620 AIR CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-620<br>DESCRIPTION: Air Cylinder                                                <br>
Customs Stat number: 8412310090<br>Net weight: 2.239<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 106.80<br>Price per unit: 106.80",https://iknan.co.uk/product/smc-cdg1ba40-620-air-cylinder-incl-vat/,CDG1BA40-620,SMC,34,<section id='p174203'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-620-air-cylinder-incl-vat/'>SMC CDG1BA40-620 AIR CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-620<br>DESCRIPTION: Air Cylinder                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 2.239<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 106.80<br>Price per unit: 106.80</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-620-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174204,SMC CDG1BA40-650B-XC9 AIR CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-650B-XC9<br>DESCRIPTION: AIR CYLINDER                                                <br>
Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 125.83<br>Price per unit: 125.83",https://iknan.co.uk/product/smc-cdg1ba40-650b-xc9-air-cylinder-incl-vat/,CDG1BA40-650B-XC9,SMC,34,<section id='p174204'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-650b-xc9-air-cylinder-incl-vat/'>SMC CDG1BA40-650B-XC9 AIR CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-650B-XC9<br>DESCRIPTION: AIR CYLINDER                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 125.83<br>Price per unit: 125.83</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-650b-xc9-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174205,SMC CDG1BA40-660 AIR CUSHION CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-660<br>DESCRIPTION: AIR-CUSHIONED CYLINDER                                      <br>
Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 5<br>Price includes VAT (shipping calculated at cart)<br>Net price: 106.80<br>Price per unit: 106.80",https://iknan.co.uk/product/smc-cdg1ba40-660-air-cushion-cylinder-incl-vat/,CDG1BA40-660,SMC,34,<section id='p174205'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-660-air-cushion-cylinder-incl-vat/'>SMC CDG1BA40-660 AIR CUSHION CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-660<br>DESCRIPTION: AIR-CUSHIONED CYLINDER                                      <br><br/>Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 5<br>Price includes VAT (shipping calculated at cart)<br>Net price: 106.80<br>Price per unit: 106.80</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-660-air-cushion-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174206,SMC CDG1BA40-68-XC4 AIR CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-68-XC4<br>DESCRIPTION: AIR CYLINDER                                                <br>
Customs Stat number: 8412310090<br>Net weight: 0.7<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 71.03<br>Price per unit: 71.03",https://iknan.co.uk/product/smc-cdg1ba40-68-xc4-air-cylinder-incl-vat/,CDG1BA40-68-XC4,SMC,34,<section id='p174206'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-68-xc4-air-cylinder-incl-vat/'>SMC CDG1BA40-68-XC4 AIR CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-68-XC4<br>DESCRIPTION: AIR CYLINDER                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 0.7<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 71.03<br>Price per unit: 71.03</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-68-xc4-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174207,SMC CDG1BA40-70 Air Cylinder Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-70<br>DESCRIPTION: AIR-CUSHIONED CYLINDER                                      <br>
Customs Stat number: 8412310090<br>Net weight: 0.669<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 61.58<br>Price per unit: 61.58",https://iknan.co.uk/product/smc-cdg1ba40-70-air-cylinder-incl-vat/,CDG1BA40-70,SMC,34,<section id='p174207'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-70-air-cylinder-incl-vat/'>SMC CDG1BA40-70 Air Cylinder Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-70<br>DESCRIPTION: AIR-CUSHIONED CYLINDER                                      <br><br/>Customs Stat number: 8412310090<br>Net weight: 0.669<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 61.58<br>Price per unit: 61.58</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-70-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174208,SMC CDG1BA40-700-B53S AIR CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-700-B53S<br>DESCRIPTION: AIR CYLINDER                                                <br>
Customs Stat number: 8412310090<br>Net weight: 2.499<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 4<br>Price includes VAT (shipping calculated at cart)<br>Net price: 124.15<br>Price per unit: 124.15",https://iknan.co.uk/product/smc-cdg1ba40-700-b53s-air-cylinder-incl-vat/,CDG1BA40-700-B53S,SMC,34,<section id='p174208'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-700-b53s-air-cylinder-incl-vat/'>SMC CDG1BA40-700-B53S AIR CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-700-B53S<br>DESCRIPTION: AIR CYLINDER                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 2.499<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 4<br>Price includes VAT (shipping calculated at cart)<br>Net price: 124.15<br>Price per unit: 124.15</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-700-b53s-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174209,SMC CDG1BA40-70-XC6 AIR CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-70-XC6<br>DESCRIPTION: AIR CYLINDER                                                <br>
Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 67.09<br>Price per unit: 67.09",https://iknan.co.uk/product/smc-cdg1ba40-70-xc6-air-cylinder-incl-vat/,CDG1BA40-70-XC6,SMC,34,<section id='p174209'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-70-xc6-air-cylinder-incl-vat/'>SMC CDG1BA40-70-XC6 AIR CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-70-XC6<br>DESCRIPTION: AIR CYLINDER                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 67.09<br>Price per unit: 67.09</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-70-xc6-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174210,SMC CDG1BA40-710 AIR CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-710<br>DESCRIPTION: AIR CYLINDER                                                <br>
Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 113.98<br>Price per unit: 113.98",https://iknan.co.uk/product/smc-cdg1ba40-710-air-cylinder-incl-vat/,CDG1BA40-710,SMC,34,<section id='p174210'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-710-air-cylinder-incl-vat/'>SMC CDG1BA40-710 AIR CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-710<br>DESCRIPTION: AIR CYLINDER                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 113.98<br>Price per unit: 113.98</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-710-air-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
174211,SMC CDG1BA40-75 Air Cushion Cyler Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-75<br>DESCRIPTION: AIR CYLINDER                                                <br>
Customs Stat number: 8412310090<br>Net weight: 0.58<br>Country of orig: CN <br>Length (mm): 55<br>Width (mm): 205<br>Height (mm): 47<br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N):                          <br>Price is for Pack Size of: 1<br>Lead time: 105<br>Price includes VAT (shipping calculated at cart)<br>Net price: 61.58<br>Price per unit: 61.58",https://iknan.co.uk/product/smc-cdg1ba40-75-air-cushion-cyler-incl-vat/,CDG1BA40-75,SMC,34,<section id='p174211'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-75-air-cushion-cyler-incl-vat/'>SMC CDG1BA40-75 Air Cushion Cyler Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-75<br>DESCRIPTION: AIR CYLINDER                                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 0.58<br>Country of orig: CN <br>Length (mm): 55<br>Width (mm): 205<br>Height (mm): 47<br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N):                          <br>Price is for Pack Size of: 1<br>Lead time: 105<br>Price includes VAT (shipping calculated at cart)<br>Net price: 61.58<br>Price per unit: 61.58</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-75-air-cushion-cyler-incl-vat/' target='_blank'>View product</a></p></section>
174212,SMC CDG1BA40-750 AIR CUSHION CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CDG1BA40-750<br>DESCRIPTION: AIR-CUSHIONED CYLINDER                                      <br>
Customs Stat number: 8412310090<br>Net weight: 2.68<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 5<br>Price includes VAT (shipping calculated at cart)<br>Net price: 113.98<br>Price per unit: 113.98",https://iknan.co.uk/product/smc-cdg1ba40-750-air-cushion-cylinder-incl-vat/,CDG1BA40-750,SMC,34,<section id='p174212'><h2><a href='https://iknan.co.uk/product/smc-cdg1ba40-750-air-cushion-cylinder-incl-vat/'>SMC CDG1BA40-750 AIR CUSHION CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CDG1BA40-750<br>DESCRIPTION: AIR-CUSHIONED CYLINDER                                      <br><br/>Customs Stat number: 8412310090<br>Net weight: 2.68<br>Country of orig: GB <br>Cyl.Bore Size (mm): 40<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 5<br>Price includes VAT (shipping calculated at cart)<br>Net price: 113.98<br>Price per unit: 113.98</p><p><a href='https://iknan.co.uk/product/smc-cdg1ba40-750-air-cushion-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
