ID,Title,Description,URL,SKU,Brand,Group,HTML snippet
192238,SMC CP96KDB32-80C CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CP96KDB32-80C<br>DESCRIPTION: ISO 15552 CYLINDER diameter 32 STR=80, NON-ROTATING                 <br>
Customs Stat number: 8412310090<br>Net weight: 0.743<br>Country of orig: CZ <br>Length (mm): 226<br>Width (mm): 47<br>Height (mm): 47<br>Cyl.Bore Size (mm): 32<br>eC@ss code 6.2 versn: 27290290<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 91.81<br>Price per unit: 91.81",https://iknan.co.uk/product/smc-cp96kdb32-80c-cylinder-incl-vat/,CP96KDB32-80C,SMC,40,"<section id='p192238'><h2><a href='https://iknan.co.uk/product/smc-cp96kdb32-80c-cylinder-incl-vat/'>SMC CP96KDB32-80C CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CP96KDB32-80C<br>DESCRIPTION: ISO 15552 CYLINDER diameter 32 STR=80, NON-ROTATING                 <br><br/>Customs Stat number: 8412310090<br>Net weight: 0.743<br>Country of orig: CZ <br>Length (mm): 226<br>Width (mm): 47<br>Height (mm): 47<br>Cyl.Bore Size (mm): 32<br>eC@ss code 6.2 versn: 27290290<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 91.81<br>Price per unit: 91.81</p><p><a href='https://iknan.co.uk/product/smc-cp96kdb32-80c-cylinder-incl-vat/' target='_blank'>View product</a></p></section>"
192239,SMC RQB40-PS PACKING SET Incl VAT,"Brand: SMC<br>PART NUMBER: RQB40-PS<br>DESCRIPTION: PACKING SET                                                 <br>
Customs Stat number: 3926909790<br>Net weight: 0.01<br>Country of orig: JP <br>eC@ss code 6.2 versn: 27299090<br>RoHS Status (Y/P/N):                          <br>Price is for Pack Size of: 1<br>Lead time: 3<br>Price includes VAT (shipping calculated at cart)<br>Net price: 13.08<br>Price per unit: 13.08",https://iknan.co.uk/product/smc-rqb40-ps-packing-set-incl-vat/,RQB40-PS,SMC,40,<section id='p192239'><h2><a href='https://iknan.co.uk/product/smc-rqb40-ps-packing-set-incl-vat/'>SMC RQB40-PS PACKING SET Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: RQB40-PS<br>DESCRIPTION: PACKING SET                                                 <br><br/>Customs Stat number: 3926909790<br>Net weight: 0.01<br>Country of orig: JP <br>eC@ss code 6.2 versn: 27299090<br>RoHS Status (Y/P/N):                          <br>Price is for Pack Size of: 1<br>Lead time: 3<br>Price includes VAT (shipping calculated at cart)<br>Net price: 13.08<br>Price per unit: 13.08</p><p><a href='https://iknan.co.uk/product/smc-rqb40-ps-packing-set-incl-vat/' target='_blank'>View product</a></p></section>
192240,SMC MLGPM63TF-75Z-B CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: MLGPM63TF-75Z-B<br>DESCRIPTION: COMPACT GUIDE CYLINDER WITH LOCK                            <br>
Customs Stat number: 8479899790<br>Net weight: 0<br>Country of orig: JP <br>Cyl.Bore Size (mm): 63<br>eC@ss code 6.2 versn: 27290890<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 31<br>Price includes VAT (shipping calculated at cart)<br>Net price: 434.16<br>Price per unit: 434.16",https://iknan.co.uk/product/smc-mlgpm63tf-75z-b-cylinder-incl-vat/,MLGPM63TF-75Z-B,SMC,40,<section id='p192240'><h2><a href='https://iknan.co.uk/product/smc-mlgpm63tf-75z-b-cylinder-incl-vat/'>SMC MLGPM63TF-75Z-B CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: MLGPM63TF-75Z-B<br>DESCRIPTION: COMPACT GUIDE CYLINDER WITH LOCK                            <br><br/>Customs Stat number: 8479899790<br>Net weight: 0<br>Country of orig: JP <br>Cyl.Bore Size (mm): 63<br>eC@ss code 6.2 versn: 27290890<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 31<br>Price includes VAT (shipping calculated at cart)<br>Net price: 434.16<br>Price per unit: 434.16</p><p><a href='https://iknan.co.uk/product/smc-mlgpm63tf-75z-b-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
192241,SMC CQ2KWB20-40DM CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CQ2KWB20-40DM<br>DESCRIPTION: COMPACT CYLINDER diameter 20 STR=40, NON-ROTATING, DOUBLE ROD       <br>
Customs Stat number: 8412310090<br>Net weight: 0.226<br>Country of orig: CZ <br>Cyl.Bore Size (mm): 20<br>eC@ss code 6.2 versn: 27290301<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 64.88<br>Price per unit: 64.88",https://iknan.co.uk/product/smc-cq2kwb20-40dm-cylinder-incl-vat/,CQ2KWB20-40DM,SMC,40,"<section id='p192241'><h2><a href='https://iknan.co.uk/product/smc-cq2kwb20-40dm-cylinder-incl-vat/'>SMC CQ2KWB20-40DM CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CQ2KWB20-40DM<br>DESCRIPTION: COMPACT CYLINDER diameter 20 STR=40, NON-ROTATING, DOUBLE ROD       <br><br/>Customs Stat number: 8412310090<br>Net weight: 0.226<br>Country of orig: CZ <br>Cyl.Bore Size (mm): 20<br>eC@ss code 6.2 versn: 27290301<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 64.88<br>Price per unit: 64.88</p><p><a href='https://iknan.co.uk/product/smc-cq2kwb20-40dm-cylinder-incl-vat/' target='_blank'>View product</a></p></section>"
192242,SMC SYJ524M-5LOU-Q VALVE Incl VAT,"Brand: SMC<br>PART NUMBER: SYJ524M-5LOU-Q<br>DESCRIPTION: 3 PORT SOLENOID VALVE                                       <br>
Customs Stat number: 8481209090<br>Net weight: 0.047<br>Country of orig: JP <br>eC@ss code 6.2 versn: 27291390<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 25<br>Price includes VAT (shipping calculated at cart)<br>Net price: 37.95<br>Price per unit: 37.95",https://iknan.co.uk/product/smc-syj524m-5lou-q-valve-incl-vat/,SYJ524M-5LOU-Q,SMC,40,<section id='p192242'><h2><a href='https://iknan.co.uk/product/smc-syj524m-5lou-q-valve-incl-vat/'>SMC SYJ524M-5LOU-Q VALVE Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: SYJ524M-5LOU-Q<br>DESCRIPTION: 3 PORT SOLENOID VALVE                                       <br><br/>Customs Stat number: 8481209090<br>Net weight: 0.047<br>Country of orig: JP <br>eC@ss code 6.2 versn: 27291390<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 25<br>Price includes VAT (shipping calculated at cart)<br>Net price: 37.95<br>Price per unit: 37.95</p><p><a href='https://iknan.co.uk/product/smc-syj524m-5lou-q-valve-incl-vat/' target='_blank'>View product</a></p></section>
192243,SMC VP342K-5YD1-02FA VALVE Incl VAT,"Brand: SMC<br>PART NUMBER: VP342K-5YD1-02FA<br>DESCRIPTION: 3 PORT SOLENOID VALVE                                       <br>
Customs Stat number: 8481209090<br>Net weight: 0.171<br>Country of orig: JP <br>Length (mm): 113<br>Width (mm): 83<br>Height (mm): 27<br>eC@ss code 6.2 versn: 27291390<br>RoHS Status (Y/P/N): Y                        <br>Price is for Pack Size of: 1<br>Lead time: 22<br>Price includes VAT (shipping calculated at cart)<br>Net price: 66.09<br>Price per unit: 66.09",https://iknan.co.uk/product/smc-vp342k-5yd1-02fa-valve-incl-vat/,VP342K-5YD1-02FA,SMC,40,<section id='p192243'><h2><a href='https://iknan.co.uk/product/smc-vp342k-5yd1-02fa-valve-incl-vat/'>SMC VP342K-5YD1-02FA VALVE Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: VP342K-5YD1-02FA<br>DESCRIPTION: 3 PORT SOLENOID VALVE                                       <br><br/>Customs Stat number: 8481209090<br>Net weight: 0.171<br>Country of orig: JP <br>Length (mm): 113<br>Width (mm): 83<br>Height (mm): 27<br>eC@ss code 6.2 versn: 27291390<br>RoHS Status (Y/P/N): Y                        <br>Price is for Pack Size of: 1<br>Lead time: 22<br>Price includes VAT (shipping calculated at cart)<br>Net price: 66.09<br>Price per unit: 66.09</p><p><a href='https://iknan.co.uk/product/smc-vp342k-5yd1-02fa-valve-incl-vat/' target='_blank'>View product</a></p></section>
192244,SMC CP96KB63-50CW CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CP96KB63-50CW<br>DESCRIPTION: ISO 15552 CYLINDER diameter 63 STR=50, NON-ROTATING, DOUBLE ROD     <br>
Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 63<br>eC@ss code 6.2 versn: 27290290<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 206.12<br>Price per unit: 206.12",https://iknan.co.uk/product/smc-cp96kb63-50cw-cylinder-incl-vat/,CP96KB63-50CW,SMC,40,"<section id='p192244'><h2><a href='https://iknan.co.uk/product/smc-cp96kb63-50cw-cylinder-incl-vat/'>SMC CP96KB63-50CW CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CP96KB63-50CW<br>DESCRIPTION: ISO 15552 CYLINDER diameter 63 STR=50, NON-ROTATING, DOUBLE ROD     <br><br/>Customs Stat number: 8412310090<br>Net weight: 0<br>Country of orig: GB <br>Cyl.Bore Size (mm): 63<br>eC@ss code 6.2 versn: 27290290<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 206.12<br>Price per unit: 206.12</p><p><a href='https://iknan.co.uk/product/smc-cp96kb63-50cw-cylinder-incl-vat/' target='_blank'>View product</a></p></section>"
192245,SMC VX235ELAXB VALVE Incl VAT,"Brand: SMC<br>PART NUMBER: VX235ELAXB<br>DESCRIPTION: DIRECT OPERATED 2 PORT SOLENOID VALVE                       <br>
Customs Stat number: 8481209090<br>Net weight: 0<br>Country of orig: JP <br>eC@ss code 6.2 versn: 27292402<br>RoHS Status (Y/P/N): Y                        <br>Price is for Pack Size of: 1<br>Lead time: 29<br>Price includes VAT (shipping calculated at cart)<br>Net price: 63.51<br>Price per unit: 63.51",https://iknan.co.uk/product/smc-vx235elaxb-valve-incl-vat/,VX235ELAXB,SMC,40,<section id='p192245'><h2><a href='https://iknan.co.uk/product/smc-vx235elaxb-valve-incl-vat/'>SMC VX235ELAXB VALVE Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: VX235ELAXB<br>DESCRIPTION: DIRECT OPERATED 2 PORT SOLENOID VALVE                       <br><br/>Customs Stat number: 8481209090<br>Net weight: 0<br>Country of orig: JP <br>eC@ss code 6.2 versn: 27292402<br>RoHS Status (Y/P/N): Y                        <br>Price is for Pack Size of: 1<br>Lead time: 29<br>Price includes VAT (shipping calculated at cart)<br>Net price: 63.51<br>Price per unit: 63.51</p><p><a href='https://iknan.co.uk/product/smc-vx235elaxb-valve-incl-vat/' target='_blank'>View product</a></p></section>
192246,SMC CQ2KB40TF-40DMZ CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CQ2KB40TF-40DMZ<br>DESCRIPTION: COMPACT CYLINDER diameter 40 STR=40 , NON-ROTATING                  <br>
Customs Stat number: 8412310090<br>Net weight: 0.426<br>Country of orig: CN <br>Cyl.Bore Size (mm): 40<br>eC@ss code 6.2 versn: 27290301<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 66.17<br>Price per unit: 66.17",https://iknan.co.uk/product/smc-cq2kb40tf-40dmz-cylinder-incl-vat/,CQ2KB40TF-40DMZ,SMC,40,"<section id='p192246'><h2><a href='https://iknan.co.uk/product/smc-cq2kb40tf-40dmz-cylinder-incl-vat/'>SMC CQ2KB40TF-40DMZ CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CQ2KB40TF-40DMZ<br>DESCRIPTION: COMPACT CYLINDER diameter 40 STR=40 , NON-ROTATING                  <br><br/>Customs Stat number: 8412310090<br>Net weight: 0.426<br>Country of orig: CN <br>Cyl.Bore Size (mm): 40<br>eC@ss code 6.2 versn: 27290301<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 66.17<br>Price per unit: 66.17</p><p><a href='https://iknan.co.uk/product/smc-cq2kb40tf-40dmz-cylinder-incl-vat/' target='_blank'>View product</a></p></section>"
192247,SMC CQ2A80TF-150DCZ CYLINDER Incl VAT,"Brand: SMC<br>PART NUMBER: CQ2A80TF-150DCZ<br>DESCRIPTION: COMPACT CYLINDER diameter 80 STR=150                                <br>
Customs Stat number: 8412310090<br>Net weight: 2.565<br>Country of orig: CN <br>Cyl.Bore Size (mm): 80<br>eC@ss code 6.2 versn: 27290301<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 117.99<br>Price per unit: 117.99",https://iknan.co.uk/product/smc-cq2a80tf-150dcz-cylinder-incl-vat/,CQ2A80TF-150DCZ,SMC,40,<section id='p192247'><h2><a href='https://iknan.co.uk/product/smc-cq2a80tf-150dcz-cylinder-incl-vat/'>SMC CQ2A80TF-150DCZ CYLINDER Incl VAT</a></h2><p>Brand: SMC<br>PART NUMBER: CQ2A80TF-150DCZ<br>DESCRIPTION: COMPACT CYLINDER diameter 80 STR=150                                <br><br/>Customs Stat number: 8412310090<br>Net weight: 2.565<br>Country of orig: CN <br>Cyl.Bore Size (mm): 80<br>eC@ss code 6.2 versn: 27290301<br>RoHS Status (Y/P/N): P                        <br>Price is for Pack Size of: 1<br>Lead time: 6<br>Price includes VAT (shipping calculated at cart)<br>Net price: 117.99<br>Price per unit: 117.99</p><p><a href='https://iknan.co.uk/product/smc-cq2a80tf-150dcz-cylinder-incl-vat/' target='_blank'>View product</a></p></section>
